seed,eval,time,numEvals,ind
4,32.469262,23912,1050001,"0.100000000000000,0.100000000000000,0.100000000000000,2.111800315686160,0.619521759388173,0.100000000000000,4.182104468737060,4.633450842266882,4.179391320183154,5.000000000000000,0.425264277119566,1.000000000000000,0.550728876235955,1.000000000000000,1.000000000000000,1.000000000000000,0.446488456630827,0.372901525807490,1.000000000000000,0.100000000000000,0.493261231034850,1.000000000000000,1.000000000000000,0.100000000000000,0.100000000000000,5.370986806959954,12.162570956993006,20.311555802833773,22.607341204055686,1.000000000000000,4.047008985243702,19.429060777219433,4.303331839995557,4.057971626974445,7.716407105181380,11.962035970059057,12.920195049979522,10.860403680810781,10.817603366609834,9.599248249545590,32.469262034687893"
6,27.292566,24218,1050001,"0.941199626363996,0.913097666644043,3.575663432847706,3.060797551980150,1.339925049809480,0.100000000000000,1.605009021528166,3.171006403310994,4.745943463315663,1.479400848263420,0.732226558893272,0.360205243488458,0.100000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.665704949366059,0.380187917579586,1.000000000000000,0.298067343058920,1.000000000000000,1.000000000000000,0.100000000000000,0.377448888949693,0.100000000000000,23.953672871048034,6.237876841749873,23.966215596535068,25.000000000000000,1.530339994124427,23.667416028785616,17.161628585902583,5.599254676028159,6.179134679695748,7.305215455581547,16.759947988455813,6.579392470108406,23.380503308978028,25.000000000000000,21.540260155097456,27.292565775633974"
27,26.977243,24246,1050001,"0.709367213746948,0.152928300848444,2.470148925573812,3.891536853892418,0.832480960831830,0.100000000000000,2.469827644254189,3.013524032078187,3.428918174463319,5.000000000000000,0.423873440229596,0.710277556231338,1.000000000000000,0.100000000000000,0.657998242734357,0.836302069024994,0.427955895108360,0.799355516822116,1.000000000000000,1.000000000000000,1.000000000000000,0.182590065806967,0.100000000000000,0.808996154485960,0.100000000000000,16.840802895631316,1.000000000000000,22.928295152160924,2.341183556110320,23.397450424108683,1.163227678951157,25.000000000000000,3.895999541784199,25.000000000000000,19.294466009141771,1.000000000000000,25.000000000000000,13.199389224332097,22.135023666270647,10.186149201766166,26.977243491957914"
9,33.945016,24250,1050001,"0.930980775003588,3.931061653893695,0.486326134965895,3.115311531682074,1.417821022932826,0.100000000000000,2.773827987070332,5.000000000000000,2.656866235016446,5.000000000000000,0.414038975878671,1.000000000000000,0.996457371868127,0.100000000000000,1.000000000000000,0.100000000000000,0.461577124877218,0.522664740178267,0.309359993860419,0.100000000000000,1.000000000000000,0.100000000000000,0.100000000000000,0.408587549614893,0.100000000000000,4.045939595890445,10.303880564737726,9.379927253273635,10.795118586895931,9.831474212083771,3.257488574504491,23.192393919542610,21.188512917204256,3.801668499964487,20.236857617817523,7.608875670561023,9.393094245673019,1.000000000000000,7.853460739985345,9.956381203884756,33.945015863602002"
2,26.140946,24386,1050001,"0.820466453661708,0.100000000000000,2.015796826783470,3.383343715308575,0.595443019462925,0.100000000000000,1.024576179987234,4.749806230431008,2.252516046865314,4.584226899891049,0.336912251589974,1.000000000000000,0.903296242442900,0.367831957139224,0.100000000000000,0.602784102095883,0.346673534224338,0.606712311183090,0.100000000000000,0.100000000000000,0.708385010607764,0.100000000000000,0.110391199977714,0.635392150352197,0.100000000000000,15.192154962920797,2.303969473193667,24.176961023469850,1.196205844385896,15.199441538019563,1.798958355631137,16.854272257953759,8.493328955109744,1.000000000000000,16.765416761926019,9.233638117597230,5.547266704338370,5.094332815574797,22.147503863929529,21.757253918710098,26.140945873261177"
7,25.842791,24852,1050001,"0.100000000000000,2.824029305363459,4.209895425051321,1.866683435291497,0.501602288095408,1.674810109324698,1.592471607251154,4.249697952842398,4.299338956047537,3.727089752656498,0.424166136165706,1.000000000000000,1.000000000000000,0.359576062894947,1.000000000000000,0.100000000000000,0.477432928896919,0.904936340626976,0.420377267116091,1.000000000000000,1.000000000000000,0.206737506051347,0.596108957242786,0.100000000000000,0.170396527378997,17.456465506738158,1.994390581415908,17.167335065193913,14.740383287799371,14.519204089969974,1.000000000000000,7.028135952658127,17.891197764820098,22.420782243640633,25.000000000000000,1.834193865009176,6.974157260939991,20.792861715708252,17.239111740396964,5.532497418819641,25.842790599190362"
22,39.225535,25487,1050001,"0.100000000000000,2.334742424861825,5.000000000000000,2.918070655098035,0.100000000000000,1.967065150946948,4.048721827332769,0.100000000000000,5.000000000000000,1.886104325116758,0.100000000000000,0.100000000000000,0.602891314677832,0.100000000000000,0.618908547207727,1.000000000000000,0.182524842514595,0.132477301329835,0.338916528877581,1.000000000000000,1.000000000000000,0.100000000000000,0.694428846717514,0.100000000000000,0.136320819604447,3.708221681751194,10.699520857536921,1.000000000000000,13.613387145191165,18.227611876571138,5.316016745150475,8.153999359367764,5.211670213003804,2.963177810125154,9.952278799017447,1.833954025033882,22.526699013053093,22.617706946283348,25.000000000000000,24.267061818148203,39.225535032644899"
12,32.195798,25795,1050001,"1.296506015395775,1.235645540163576,0.769615433881739,0.100000000000000,1.239062899484113,1.267520241117076,2.223280320944585,5.000000000000000,3.402146657912138,1.223702513662181,0.552507372408086,0.253646304562304,1.000000000000000,0.220884408174977,1.000000000000000,0.100000000000000,0.219807603382379,0.808947567310151,1.000000000000000,0.100000000000000,1.000000000000000,0.391741553300727,0.617985586960574,0.100000000000000,0.100000000000000,6.730445669519300,1.534725374462828,10.509240033333195,10.689138757353374,14.245751582730315,1.689056491543348,8.523486135407530,23.315812696268306,5.505976741716484,17.787328231430119,25.000000000000000,25.000000000000000,1.000000000000000,13.429960704009538,13.503306267806072,32.195798392916216"
19,36.062350,26020,1050001,"0.198313336930678,2.183875269702734,2.425724701066510,3.338578269338003,0.100000000000000,0.100000000000000,5.000000000000000,5.000000000000000,5.000000000000000,2.421573509541197,0.291973101381250,0.504563751262937,1.000000000000000,0.322581848835924,1.000000000000000,1.000000000000000,0.624698487097244,0.100000000000000,1.000000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.553496332102820,0.100000000000000,0.100000000000000,25.000000000000000,1.000000000000000,10.342754068872489,9.098878410019205,22.270504966746791,21.515992935849713,24.061068293071308,15.514676431940824,24.861067500373884,3.570936983165839,12.633337642912433,10.379078443736661,19.877362572617347,10.477758250686019,5.590404305989527,36.062350412085841"
20,36.909943,27330,1050001,"0.379974686898465,0.100000000000000,0.100000000000000,2.100481930057208,0.100000000000000,0.100000000000000,4.159009209158450,5.000000000000000,3.324225466148025,5.000000000000000,0.360609544445193,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.296021846496277,0.277807093569650,0.100000000000000,0.338933373998213,1.000000000000000,0.100000000000000,0.100000000000000,1.000000000000000,0.100000000000000,8.272609644424962,18.287701225451446,1.000000000000000,1.000000000000000,1.000000000000000,17.124743915061561,4.617864461886038,7.537339323814195,25.000000000000000,22.538076243828871,7.480144131790546,2.366048681599747,12.263082747855143,8.846158234733920,12.902021627097521,36.909943376958729"
29,34.535541,27948,1050001,"0.596928609539780,1.715749351529690,1.947202717438903,0.100000000000000,0.480238170279118,3.351538851766525,1.659997185168552,5.000000000000000,5.000000000000000,0.676017096473082,0.100000000000000,0.100000000000000,0.100000000000000,1.000000000000000,1.000000000000000,0.340503937807082,0.100000000000000,0.529264986734128,0.100000000000000,0.100000000000000,0.100000000000000,0.376796248895986,0.100000000000000,0.545514595628994,0.216568902993312,14.904703337941478,4.583684644058662,5.174729430460723,1.000000000000000,5.158215504492320,1.614504230965733,6.740008299205880,16.953614659994190,17.976523580588388,20.248163372813294,10.016012059717837,10.196719711045870,8.888714157667683,7.767283956277174,7.355197777650050,34.535540506308642"
23,31.599852,27999,1050001,"0.100000000000000,0.100000000000000,5.000000000000000,2.731393480630180,1.178393463833043,1.051620242552742,2.865902382766557,5.000000000000000,5.000000000000000,5.000000000000000,0.291551389749808,0.864907351523433,0.816514323742473,0.100000000000000,1.000000000000000,1.000000000000000,0.344527056767986,0.100000000000000,1.000000000000000,0.668083753202541,1.000000000000000,1.000000000000000,0.372096312755369,0.100000000000000,0.354191883125152,24.626018574846096,7.843959397183035,15.608716423151843,10.147252841097264,4.891413707696836,2.984470381430208,10.530186757228440,22.557967119883134,14.889196993822874,2.273532479030336,1.000000000000000,18.424937034339770,3.943657807638643,25.000000000000000,7.552055253865507,31.599852343115010"
26,32.185195,28527,1050001,"0.444921099219492,1.114031979760763,0.100000000000000,5.000000000000000,0.567985394923534,1.930697839161601,4.229831398968170,4.508403422324711,4.689487232628513,1.256246159724835,0.441536617233433,0.656154564340840,0.749274518757582,1.000000000000000,0.100000000000000,1.000000000000000,0.547805809273848,0.735119949554804,0.100000000000000,0.587438570344744,0.100000000000000,0.399022167932918,0.100000000000000,0.518992437206573,0.100000000000000,21.366092238073974,8.151393159159919,18.568544927150565,2.081327220476758,6.522468415141367,9.412514258427131,21.953971597504239,25.000000000000000,1.000000000000000,5.544634318830563,11.568407483740903,7.267333319465494,25.000000000000000,12.245927458845693,3.419926959197425,32.185194672295580"
5,31.907708,28689,1050001,"0.748096503926408,0.399263401079427,5.000000000000000,1.389791611657766,0.901006305223651,0.100000000000000,4.186445373530412,2.191399971320413,5.000000000000000,3.525309734227109,0.401770758397106,0.491523081869972,1.000000000000000,0.717258854022663,0.100000000000000,0.100000000000000,0.449774779386184,0.871224431090776,1.000000000000000,0.100000000000000,0.786476475078543,0.100000000000000,0.100000000000000,0.630034807545134,0.100000000000000,13.959827432375210,9.500182599024714,5.995016915727833,7.432207012860447,19.603561666916444,21.353285261955768,10.803573400153954,14.353849356976926,19.819541242456999,15.200719690658360,1.000000000000000,4.821790966630204,20.715865930077011,7.720877928700422,6.088227349568921,31.907707727050791"
14,21.578489,29055,1050001,"1.358094500729873,0.893864565557822,1.923864924560464,1.590402483900727,0.883638317853517,0.422812813634385,3.128194510320316,3.492162206867887,5.000000000000000,2.795983265348299,0.475919487831934,0.866615176585378,1.000000000000000,0.100000000000000,0.819404485927445,0.578732536320153,0.549932660789149,0.546230707436269,0.100000000000000,0.852561163558689,0.654750398215714,0.100000000000000,0.495546995559308,0.100000000000000,0.240038973667954,12.212622604220570,15.576735234812995,1.000000000000000,6.679776156489040,12.971229896111248,1.000000000000000,18.811759307088436,14.145705175035347,24.710906473240324,21.122785356066639,21.746818023408501,20.549936063526963,18.612550277539451,8.577390203609283,11.856465704601109,21.578489256945676"
21,30.733937,29178,1050001,"0.436099560433649,2.304703935084646,5.000000000000000,2.006523911956341,1.150556474803791,0.340997304048774,2.865792484940695,5.000000000000000,5.000000000000000,1.308926208430881,0.100000000000000,0.465160631039033,0.875518996123782,0.100000000000000,1.000000000000000,1.000000000000000,0.100000000000000,0.100000000000000,1.000000000000000,1.000000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.747319040400037,0.183516412055777,8.705089495099045,22.894701945550306,25.000000000000000,23.920741881511951,25.000000000000000,1.000000000000000,5.705655168002456,25.000000000000000,15.000842955309789,23.552821361310325,25.000000000000000,13.087575485370798,5.386986793342565,11.222354368331808,11.950527600958192,30.733936521175085"
28,21.989367,29350,1050001,"1.310861284989107,1.514719835859778,3.681485413731308,3.587651234271088,1.211193457297718,0.100000000000000,1.564724462997451,3.645337021398464,3.695934384712368,3.324693183090035,0.461354643685548,1.000000000000000,1.000000000000000,1.000000000000000,0.819928670169040,1.000000000000000,0.408665146680850,0.544164861681474,1.000000000000000,0.588152021603532,0.927600998916993,0.482676150434173,0.100000000000000,0.678890087457011,0.189076818470585,14.419196854971783,1.000000000000000,13.002859043620391,9.096448652597105,22.251270759854019,16.482745225459641,12.445886242629795,24.445177661483878,8.873766331519387,19.828108973451833,6.668587515427689,18.402367830570163,1.000000000000000,15.304946120772337,5.691333741578331,21.989366595611997"
11,28.586672,29508,1050001,"0.671440199500011,0.945566127050061,0.100000000000000,5.000000000000000,0.614296864106986,3.197592631587722,0.100000000000000,1.053608840723354,5.000000000000000,4.668153413272675,0.406894017486416,0.981389272153403,1.000000000000000,0.524612107553613,1.000000000000000,1.000000000000000,0.370743815462631,0.850542836187137,1.000000000000000,1.000000000000000,0.303939387924558,0.387409465356701,0.100000000000000,0.100000000000000,0.261103437223520,11.430622126774332,12.644596785761109,25.000000000000000,22.031744577190821,18.153372608727430,1.843283407780230,5.364073404658237,22.942288568591383,17.330927278134758,15.197856511572574,12.811555805464728,15.174273389363781,1.000000000000000,4.325776118707898,17.055127665567969,28.586671983155731"
16,27.322030,29553,1050001,"0.969786075353676,1.110793699432795,1.177242644971113,2.340329769661182,0.817094691093553,0.100000000000000,1.635181425665217,1.709369767470683,4.981908731348461,4.596795393787093,0.554230267560455,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.100000000000000,0.585039616464772,0.499314940480133,0.845007055169974,1.000000000000000,0.796257449440845,0.109430584765785,0.545893514342159,0.573154174756824,0.159317179963258,25.000000000000000,1.818997161845326,1.000000000000000,18.245230957932278,14.754520388518125,1.069444577302294,21.040401725557057,18.460734532489002,1.090696879013709,7.585624328602245,12.132004352687848,24.834574841504554,5.967248871531087,12.118446744515857,6.960959505235297,27.322029657304323"
8,26.426834,29590,1050001,"0.815650766309623,0.100000000000000,5.000000000000000,1.477172567193090,1.788987895796526,1.803640001776065,0.989463990911209,1.558038687798635,2.308518936045117,4.777186024376784,0.489762944734702,0.869449298146490,0.100000000000000,0.297636146052915,0.543352888415656,0.100000000000000,0.547863650565578,0.654680431820092,0.100000000000000,1.000000000000000,0.996464039361299,0.811812448400973,0.100000000000000,0.246196600988612,0.100000000000000,19.331212767844501,10.195813559622088,25.000000000000000,13.261759933629104,4.207311432483139,1.920285471359904,7.571291741270405,9.453442314577561,16.914514260445454,22.376809486368379,16.270813113733137,23.584714886327734,12.314672220388963,16.946891035167926,15.601875757406176,26.426834317399634"
10,29.270818,29807,1050001,"1.461477391877415,0.100000000000000,0.100000000000000,0.336258861602534,1.237979812515211,0.729355742972315,3.510943979510276,2.992928156810217,4.365299186635042,2.074570292464579,0.412208887333366,0.939761608919719,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.373109762701741,0.539248129622172,0.100000000000000,0.954711259265637,1.000000000000000,0.730519975162094,0.100000000000000,0.302983813022114,0.449435153189631,24.046103433854405,13.998039728891233,9.388873541039721,17.703111748785318,18.755471748057626,2.156623230472004,7.602904447467704,23.653274544876552,15.035319867409379,22.843391534370386,4.726885348538941,4.824883984818161,1.000000000000000,17.403102313646623,1.000000000000000,29.270817547699561"
1,25.473893,30193,1050001,"1.283338511122718,0.774359767272120,0.100000000000000,0.100000000000000,0.622230947968276,1.666036784651358,0.100000000000000,1.852047921926526,2.696013971442287,5.000000000000000,0.351095690679862,0.100000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.323815543882227,0.528938720815748,1.000000000000000,1.000000000000000,1.000000000000000,0.566090076872459,0.100000000000000,0.100000000000000,0.599285840585053,16.800912938125648,24.896660325673714,7.387052227397200,1.000000000000000,25.000000000000000,2.792870144230789,12.202395446109026,5.141637345199808,10.138523670527264,1.053345815793353,13.788976603503027,12.676217855295160,3.810189625971353,7.199697183805954,23.012894728233536,25.473893249701859"
0,25.473893,30209,1050001,"1.283338511122718,0.774359767272120,0.100000000000000,0.100000000000000,0.622230947968276,1.666036784651358,0.100000000000000,1.852047921926526,2.696013971442287,5.000000000000000,0.351095690679862,0.100000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.323815543882227,0.528938720815748,1.000000000000000,1.000000000000000,1.000000000000000,0.566090076872459,0.100000000000000,0.100000000000000,0.599285840585053,16.800912938125648,24.896660325673714,7.387052227397200,1.000000000000000,25.000000000000000,2.792870144230789,12.202395446109026,5.141637345199808,10.138523670527264,1.053345815793353,13.788976603503027,12.676217855295160,3.810189625971353,7.199697183805954,23.012894728233536,25.473893249701859"
25,20.952360,30500,1050001,"1.523115327483906,4.640052887130993,3.671928090112211,1.199076497726749,1.158232545604347,0.100000000000000,3.149568764650675,2.396336127159331,4.565711478620674,3.685862509792836,0.489388706106558,0.363537281486817,1.000000000000000,0.693261313077978,0.586729560201527,0.100000000000000,0.460231105055617,0.673201506347833,1.000000000000000,0.325977484329360,1.000000000000000,0.409233213929216,0.167996073788265,0.284069187679165,0.282596352886723,22.883960316787295,7.608759295677682,22.995472090261181,17.476845811697586,19.007132524615265,1.729882115529321,18.972956114690717,9.190394843280749,20.992324412739730,8.442066534687372,3.414673446456760,15.106213471757875,16.133152155442594,4.153852035047778,9.228121709676704,20.952359847777749"
15,23.439601,30724,1050001,"1.605635684309244,1.429397177381370,2.548159965252652,2.787818569703387,1.708437625124236,0.100000000000000,1.855159759443590,2.486559494959934,2.978078260019134,5.000000000000000,0.450060534165639,0.399296989795259,1.000000000000000,0.100000000000000,0.426903253212450,0.100000000000000,0.414765335431059,0.714938914028405,1.000000000000000,0.100000000000000,1.000000000000000,0.296511140508946,0.100000000000000,0.100000000000000,0.387607192630545,18.031834991854747,18.638661036728237,22.158062317930728,20.839709348125076,1.423452722312153,1.000000000000000,9.629082301869139,15.786055583487168,24.177101729465682,11.846228802059842,10.147627760282759,8.823737977560782,6.986642658508099,6.495854077111604,8.949971845817970,23.439600722285799"
24,23.014165,30988,1050001,"0.841052313019071,0.100000000000000,0.100000000000000,3.129615632152034,1.015767588785828,0.100000000000000,2.714859753237606,5.000000000000000,3.958085152663522,5.000000000000000,0.369805931269589,0.631006901872302,0.100000000000000,0.100000000000000,1.000000000000000,0.612061582403776,0.363098022613638,0.588862695712537,1.000000000000000,1.000000000000000,1.000000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.426899216028368,8.587941214561878,17.282435837724133,10.314725868600373,25.000000000000000,1.583431720339643,3.446666691273956,8.430556550620734,9.904945981667928,22.828617737504497,17.690905308805017,16.131236843372050,11.383481491960608,16.954673769785717,14.061169231455828,14.711184994199422,23.014165134174454"
18,31.329672,31044,1050001,"1.389557905083791,0.513382498220581,5.000000000000000,3.359303469473575,1.553950850710485,0.911117574746774,3.783737894939669,2.530148734019670,5.000000000000000,1.182856370237121,0.730933662278086,0.346581352780549,0.479613886866644,1.000000000000000,0.529912248141654,0.705586388386629,0.315918591970507,0.559864605371135,0.855625866080140,0.101480005222791,1.000000000000000,0.100000000000000,0.939257984686646,0.100000000000000,0.114164456304633,25.000000000000000,1.000000000000000,6.436105402590778,1.000000000000000,4.376147157491777,1.000000000000000,9.636744433559764,25.000000000000000,18.322892022155166,22.773589937795478,21.040777810840946,17.038600718103293,4.577668372787332,25.000000000000000,19.190301116211095,31.329672154105640"
13,19.230878,31131,1050001,"1.169290675140400,1.214093683324314,1.431698911719761,1.094198726580597,1.253535070940354,1.535992516312264,0.100000000000000,2.409645923655848,2.361387402169210,3.619300575359102,0.422067452493116,0.446961307814893,0.437135597334494,1.000000000000000,0.592771613073264,0.371245730651443,0.417861801165273,0.604454657629215,1.000000000000000,0.287212528670468,0.724840648442916,0.514862563750456,0.100000000000000,0.553582620138264,0.100000000000000,11.372356396475549,13.799420314675192,8.289374154560576,1.000000000000000,25.000000000000000,1.000000000000000,17.550689743161317,5.311575136717634,22.488008127140844,8.655244863962725,1.000000000000000,25.000000000000000,3.534235737186711,20.431412153736346,19.675177829733897,19.230877882149925"
17,31.632492,31158,1050001,"1.168572790947847,0.100000000000000,2.763241274010538,0.858778461603186,1.863132230802106,0.944241580062988,3.730798162683526,3.674589488568734,4.696162229174046,1.962323598998617,0.439505414004388,0.986951531700757,1.000000000000000,0.419026870598988,0.707310104734024,0.968490411124102,0.344896709070487,0.744561563804297,0.100000000000000,0.381617137673099,0.685471723521771,0.363468798385290,0.673266919034761,0.504983934772328,0.129770845840876,15.252324953468004,13.664059349318506,14.947820614636496,1.000000000000000,6.618708925727446,23.511775134232134,25.000000000000000,7.188659021747314,2.866585359292099,20.819341760484604,8.497802807517752,3.918015525682107,16.416885186100252,4.880673127568983,23.058580326315780,31.632491538409237"
3,22.748185,31500,1050001,"1.667474253560307,0.100000000000000,3.308255502857547,3.436610928021850,1.419872804951432,0.100000000000000,3.050084089257243,2.397781959824480,4.720225802734502,3.715388921409528,0.403264758229884,0.565458940562844,1.000000000000000,0.100000000000000,1.000000000000000,1.000000000000000,0.366217805374122,0.601498245884796,1.000000000000000,0.100000000000000,0.821389577245274,0.100000000000000,0.395004822806537,0.100000000000000,0.393081417995033,10.288436791356199,1.000000000000000,11.666837553646644,10.727375917921463,23.775446627606616,1.433033418423865,17.846745179133900,18.681734187708183,7.420398800626191,20.290888407582457,23.598292921567107,10.047348401195430,15.188474370910256,15.023666237796540,24.792132709975646,22.748185083518386"
